anchor,entailment,contradiction
"蒋丽莉听了王琦瑶这一席话,心想方才被她看成小孩并不吃亏,这些道理是可与做她母亲的人去平齐的",蒋丽莉认为王琦瑶说的话成熟而有道理,蒋丽莉厌恶王琦瑶将其看成小孩
"虽然是走马灯一样地交着男朋友,一个个都是过眼烟云,这一份嫁妆却月月年年地积累起来,天长日久的样子",这些男朋友都没有在她的人生中留下太多痕迹,她没有给自己存嫁妆
资本、劳动力、土地、技术和信息等生产要素市场发展步伐加快,生产要素市场包括资本、劳动力、土地、技术和信息等等,技术和信息不属于生产要素市场
"这奇迹在我们的人生中,会定期或不定期地出现一两回,为了调整我们",奇迹会出现一两回,奇迹对人没有任何意义
"这符合我党一切经过试验,通过实践、探索来回答前进个各种问题的方针","我党认为前进的各种问题都要经过试验,通过实践、探索来回答",我党不进行任何的试验、实践和探索
"送时哭,接时也哭",迎接时落泪了,是笑着迎接的
"那最后一天也差不多要,要去.",这件事情有一定的期限,这件事情没有期限
"采取有力措施,清除各种关卡,创造条件,确保农产品货畅其流","清除各种关卡,创造条件,有利于农产品货畅其流",政府对农业发展漠不关心
"雨天里则想,天出太阳李主任就来",雨天里李主任没来,这个人不想见到李主任
"20多年,那岂不是10几岁就开始思考","虽然只有三四十岁,但已经思考了二十多年",人不可能在30岁之前进行思考
"一个王琦瑶出嫁,另一个王琦瑶便来做伴娘,带着点凭吊的意思,还是送行的意思",出嫁的王琦瑶和做伴娘的王琦瑶不是同一个人,王琦瑶是个男性
"乙:再这样下去,不用说把辽宁的产品打出去,我看就连家门口这块地盘都得叫人家占领了",出口辽宁的产品并非一帆风顺,"辽宁的产品竞争力无敌,出口不存在任何问题"
"今天,在大桥上,我拍了五张照片留念,我看到那些照片我心里非常高兴",我今天去大桥上了,"我今天感冒,在床上躺了一天"
以色列为何向占领区大量移民,以色列进行移民了,世界上不存在以色列这个国家
"但是,于乃立确实组织过反革命组织,散发过反革命传单,犯了反革命宣传罪",于乃立参加过革命工作,于乃立出生三天就夭折了
"但是,后来也有人说,没有这个规定,因为当时照样有人回来",这个规定并不是有没有人回来的决定因素,没有一个人知道这个规定是什么
"八,四八三十二,一个月了呗.",四乘八等于三十二,一个月是五十天
各项工作都要经得起实践、群众和历史的检验,实践、群众和历史可以检验工作,工作是不需要检验的
"哎呀,他倒过得挺挺开心.",他有过开心的心情,"十年了,生活中没有一件事让他顺心"
"哎呀,我们没有没有办法嘛,只能这样啦.",我们没有想到更好的办法,我们是故意这样做的
国有企业改革的思路和方针政策已经明确,国有企业改革是做了准备的,眼下国有企业改革千头万绪、一团乱麻
"坚决完成抢险救灾、反恐维稳、维和护航和处置突发事件等任务,积极参加和支援国家经济建设",世界上存在恐怖组织,我们的世界不存在任何不和平、不稳定因素
大力发展社会福利事业和慈善事业,福利和慈善事业是得到重视的,绝不能把做慈善当事业来发展
"对,很高级的,但现在胆机到了一定时间要换胆了,一个胆要上千块,我就在发愁了",我需要胆机,"我不知道什么是胆机,连听都没听说过"
"对对,我跟你说白羊我就是刚才讲,白羊座我的感觉就是优越感极强",我认为白羊座有很强的优越感,我认为自卑懦弱是白羊座的典型特点
"我,可能还要学三个学期.",我还没有学完,"我从小就是天才,不需要学习就可以掌握各种知识技能"
我国同朝鲜民主主义人民共和国之间的传统友谊不断增强,我国和朝鲜有交往,我国与朝鲜处于敌对状态
"我找了一个不累的工作,现在挺好的.",我找过工作,我现在是个无业游民
"昔日副食供应紧张的哈尔滨,如今已建成各种蔬菜、奶、禽、蛋生产基地,实现了基本自给或大部分自给",以前的哈尔滨副食不能自给,"哈尔滨的人都吃不饱饭,更别说吃蛋、奶、禽类食品了"
"最后呢这个汤里边原来没有鱼,是一个豆腐汤",汤里面有豆腐,"汤是在一个封闭的房间做的,里面并没有豆腐"
"有一次,只有他们俩时,王琦瑶便问:康明逊何日婚娶呢",王琦瑶会说话,众所周知康明逊立下了不婚娶的誓言
李恭予十三号从长春走.,"不出意外的话,十三号之后李恭予不会在长春",十三号整整一天我和李恭予都呆在北京
"江泽民总书记的讲话,李鹏总理的政府工作报告,部突出了抓住机遇,加速发展,深化改革,扩大外放的主题",江泽民和李鹏都的讲话中存在共同的话题,政府认为改革工作已经彻底完成了
"污染防治要聚焦打赢蓝天保卫战等重点任务,统筹兼顾、标本兼治,使生态环境质量持续改善",污染防治要达到改善生态环境质量的目标,污染防治对生态环境质量改善无益
"没想到孙保锁这样讲了起来:您来后,各项工作抓得死,抓得硬",孙保锁在说有关工作的话题,孙保锁今年才一岁
"目前,天津市每周都能映出美术片和其他题材儿童影片20余场,场平均上座率基本保持在百分之六十以上","现在天津市每周放映超过20场美术片和一些儿童影片,上座率基本在半数以上","受市场导向,近几年天津市只放映科幻片、爱情片等题材的影片"
"省体委不久前响亮地提出了体教结合抓基础,增强后劲攀高峰的口号,并以此作为奋斗目标",省里有体委,"省里从不重视体育,所以连相关的体委部门都没有设立"
"程先生也不去搭电车,臂上搭着秋大衣,信步走着",程先生不是一个失去双腿的残疾人,程先生自幼失去双臂
"绿色发展是构建现代化经济体系的必然要求,是解决污染问题的根本之策",我们的社会存在污染问题,绿色发展对解决污染问题根本毫无意义
"而眼前,车站的一切完全变了",我见过变化前的车站,"我是一个盲人,眼前漆黑一片"
要狠抓造林质量不放松,植树造林的质量非常重要,造林的质量不是我们要特别关注的
"说罢就在对面床上坐下,搁起腿来望着王琦瑶,正式谈判的样子",有人坐下了,王琦瑶正在操场跑步
这是政府要跟你把账算清楚了,政府和你存在联系,这里没有政府存在
"这次你见到尤尔,你对他有什么直观的感受",尤尔是男性,你从来没见过尤尔这个人
"这次首脑会议,虽只持续了8个小时,但还是取得了积极的政治和经济成果",首脑会议召开了,所有人都认为这是一次失败的首脑会议
"进行基础设施建设,首先要全面规划,合理布局,选好项目,认真论证,决不能草率上马",草率开工不利于基础设施建设的成功,建设铁路、公路不需要做路线规划、工程测评
"非国大指出,德克勒克才跨出半步,这半步也只是为和谈创造气氛,而远不是走向和谈本身",德克勒克的确做出了有利于和谈的举动,非国大没有人知道德克勒克这个人
"他一做,他弟弟也跟着做.",他弟弟有时会模仿他的行为。,他弟弟从来没有模仿过他。
"他说,美国与拉美国家之间是存在问题的,因此我现在来到这里,重申我们的友谊",他来这里的前提是美国与拉美国家之间存在问题。,他的态度很不友好。
"他请王琦瑶进房间,为她泡了茶来,这时他发现王琦瑶处在激动之中,她紧紧握住那杯茶,也不觉着烫手",他的行为还算礼貌。,他家里没有茶叶。
"你说这个,我刚才还看了一个,有一个研究,这个咱们不一定想到,就是说你以为年少无知是被骗的原因吗",年少无知可能不是被骗的原因。,没有研究可以为我们的讨论做支撑。
"全面推进周边外交,巩固睦邻友好,深化互利合作",互利合作并非刚刚开始。,我国与他国的合作只有我国获利。
其实不是这么回事,我想要纠正你的看法。,事情就是这么个事情。
"南水北调东线一期工程提前通水,中线一期主体工程如期完工",南水北调工程开展顺利。,南水北调工程事前规划不合理。
"双方对许多问题的看法是一致的,对某些问题的看法还有所不同,但这并不影响两国正常关系的发展",两国以求同存异的方式共处。,两国关系密切是因为两国的所有观点都一致。
"否则,我们的高要求得不到落实,也影响了我们的低目标的实现",我们主张高要求、地目标。,要求和目标之前没有任何联系。
"哎,不用寄,家里有钱.",对方提出要给家里寄钱。,他是个贪得无厌的人。
"哎呀,她怎么就那么开上去,她看得到前面这么多人的",她的驾驶意识需要提高。,她驾驶时一直礼让行人。
"啊那还好呐,正好跟我们那个.",事情不算很糟糕。,说话人语气悲伤。
"在一定程度上,清廉形象是海部政权得以存在的生命线",海部政权得以存在的底线是清廉形象。,没有任何事会损害海部政权。
多极化是对两极格局的否定,多极化与两极格局不能共存。,两极格局欢迎多极化的出现。
"女学生们就是这样,就像不相信自己的眼睛,非要旁人说了才算数的",女学生们很喜欢听别人的意见。,"女学生们盲目自信,冲动行事。"
"她勉力起身关了电视,然后关灯上床,灯一灭,月光就跳到了床前",她没有在床上看电视。,她睡觉时从不关灯。
"希望有关部门对此类问题引起重视,对破坏新村整体布局的违章建筑者依法严肃处理,不能让其占半点便宜",我有法律意识。,"新村整饬的事被违章者从中作梗,导致无法开展。"
